close,date,high,low,open,predict,volume
10403.0,2019-05-18,10454.0,10365.0,10406.0,2,61007.0
10433.0,2019-05-20,10485.0,10405.0,10442.0,2,137967.0
10487.0,2019-05-21,10502.0,10347.0,10434.0,2,190980.0
10480.0,2019-05-22,10515.0,10453.0,10482.0,2,153523.0
10310.0,2019-05-23,10490.0,10285.0,10476.0,2,179353.0
10344.0,2019-05-24,10386.0,10238.0,10293.0,2,166765.0
10322.0,2019-05-25,10361.0,10303.0,10351.0,2,30562.0
10333.0,2019-05-27,10390.0,10284.0,10350.0,2,103055.0
10340.0,2019-05-28,10374.0,10309.0,10342.0,2,97935.0
10291.0,2019-05-29,10344.0,10218.0,10329.0,2,127022.0
10367.0,2019-05-30,10382.0,10241.0,10268.0,2,155926.0
10455.0,2019-05-31,10493.0,10330.0,10373.0,2,161329.0
10416.0,2019-06-01,10458.0,10411.0,10440.0,2,35788.0
10471.0,2019-06-03,10477.0,10366.0,10431.0,2,129013.0
10416.0,2019-06-04,10499.0,10401.0,10471.0,2,133390.0
10456.0,2019-06-05,10510.0,10409.0,10411.0,2,131766.0
10360.0,2019-06-06,10470.0,10351.0,10446.0,2,145827.0
10383.0,2019-06-07,10410.0,10338.0,10363.0,2,27432.0
10539.0,2019-06-10,10546.0,10442.0,10477.0,2,122463.0
10592.0,2019-06-11,10618.0,10533.0,10549.0,2,124607.0
10592.0,2019-06-12,10616.0,10561.0,10591.0,2,112568.0
10529.0,2019-06-13,10594.0,10497.0,10585.0,2,139860.0
10529.0,2019-06-14,10558.0,10516.0,10522.0,2,100964.0
10487.0,2019-06-15,10522.0,10480.0,10522.0,2,23320.0
10545.0,2019-06-17,10565.0,10460.0,10477.0,2,101665.0
10553.0,2019-06-18,10576.0,10526.0,10541.0,2,79671.0
10770.0,2019-06-19,10800.0,10547.0,10557.0,2,114979.0
10591.0,2019-06-20,10605.0,10542.0,10572.0,2,108645.0
10585.0,2019-06-21,10677.0,10564.0,10602.0,2,142115.0
10586.0,2019-06-22,10617.0,10579.0,10596.0,2,21263.0
10623.0,2019-06-24,10647.0,10553.0,10605.0,2,91541.0
10540.0,2019-06-25,10630.0,10523.0,10622.0,2,118967.0
10503.0,2019-06-26,10568.0,10498.0,10545.0,2,114363.0
10622.0,2019-06-27,10642.0,10504.0,10506.0,2,138285.0
10580.0,2019-06-28,10636.0,10550.0,10628.0,2,111400.0
10593.0,2019-06-29,10605.0,10565.0,10587.0,2,20304.0
10767.0,2019-07-01,10780.0,10693.0,10707.0,2,97311.0
10749.0,2019-07-02,10782.0,10729.0,10768.0,2,85536.0
10641.0,2019-07-03,10761.0,10202.0,10750.0,2,133799.0
10710.0,2019-07-04,10729.0,10643.0,10644.0,2,95634.0
10718.0,2019-07-05,10749.0,10682.0,10702.0,2,84271.0
10689.0,2019-07-06,10714.0,10650.0,10711.0,2,29143.0
10665.0,2019-07-08,10711.0,10630.0,10655.0,2,105478.0
10650.0,2019-07-09,10699.0,10631.0,10661.0,2,97024.0
10731.0,2019-07-10,10741.0,10635.0,10646.0,2,126672.0
10814.0,2019-07-11,10833.0,10720.0,10725.0,2,124584.0
10810.0,2019-07-12,10830.0,10775.0,10815.0,2,98058.0
10825.0,2019-07-13,10825.0,10780.0,10803.0,2,19839.0
10849.0,2019-07-15,10860.0,10730.0,10808.0,2,115603.0
10876.0,2019-07-16,10892.0,10840.0,10849.0,2,90975.0
10831.0,2019-07-17,10874.0,10805.0,10870.0,2,92118.0
10651.0,2019-07-18,10676.0,10623.0,10667.0,2,96504.0
10744.0,2019-07-19,10792.0,10656.0,10665.0,2,131669.0
10710.0,2019-07-20,10754.0,10710.0,10745.0,2,24993.0
10794.0,2019-07-22,10798.0,10729.0,10735.0,2,78274.0
10803.0,2019-07-23,10836.0,10785.0,10790.0,2,96746.0
10804.0,2019-07-24,10835.0,10792.0,10803.0,2,90679.0
10822.0,2019-07-25,10831.0,10769.0,10800.0,2,94996.0
10787.0,2019-07-26,10827.0,10765.0,10826.0,2,82009.0
10794.0,2019-07-27,10798.0,10772.0,10784.0,2,15203.0
10782.0,2019-07-29,10802.0,10744.0,10779.0,2,83163.0
10752.0,2019-07-30,10836.0,10751.0,10787.0,2,110643.0
10737.0,2019-07-31,10747.0,10674.0,10743.0,2,138295.0
10644.0,2019-08-01,10733.0,10566.0,10722.0,2,148656.0
10469.0,2019-08-02,10696.0,10441.0,10634.0,2,214466.0
10435.0,2019-08-03,10473.0,10401.0,10472.0,2,56980.0
10379.0,2019-08-05,10460.0,10358.0,10421.0,2,135526.0
10331.0,2019-08-06,10389.0,10095.0,10380.0,2,271373.0
10347.0,2019-08-07,10375.0,10284.0,10337.0,2,165400.0
10439.0,2019-08-08,10454.0,10257.0,10352.0,2,215623.0
10468.0,2019-08-09,10483.0,10411.0,10439.0,2,37324.0
10441.0,2019-08-12,10477.0,10380.0,10439.0,2,86901.0
10342.0,2019-08-13,10452.0,10319.0,10440.0,2,151542.0
10429.0,2019-08-14,10492.0,10305.0,10330.0,2,182688.0
10301.0,2019-08-15,10424.0,10221.0,10424.0,2,196614.0
10414.0,2019-08-16,10421.0,10206.0,10328.0,2,220530.0
10417.0,2019-08-17,10443.0,10390.0,10402.0,2,42836.0
10484.0,2019-08-19,10489.0,10419.0,10436.0,2,84825.0
10527.0,2019-08-20,10530.0,10476.0,10494.0,2,106985.0
10528.0,2019-08-21,10544.0,10491.0,10520.0,2,79202.0
10477.0,2019-08-22,10564.0,10260.0,10496.0,2,144235.0
10499.0,2019-08-23,10513.0,10435.0,10477.0,2,118111.0
10360.0,2019-08-24,10511.0,10336.0,10506.0,2,86267.0
10307.0,2019-08-26,10367.0,10294.0,10335.0,2,120523.0
10364.0,2019-08-27,10390.0,10333.0,10338.0,2,123466.0
10413.0,2019-08-28,10438.0,10349.0,10365.0,2,127971.0
10430.0,2019-08-29,10442.0,10356.0,10412.0,2,126235.0
10576.0,2019-08-30,10584.0,10425.0,10432.0,2,122730.0
10581.0,2019-08-31,10620.0,10558.0,10573.0,2,36284.0
10605.0,2019-09-02,10615.0,10556.0,10564.0,2,60421.0
10543.0,2019-09-03,10632.0,10537.0,10602.0,2,107985.0
10644.0,2019-09-04,10657.0,10523.0,10540.0,2,119825.0
10735.0,2019-09-05,10762.0,10675.0,10690.0,2,121054.0
10768.0,2019-09-06,10795.0,10714.0,10717.0,2,97470.0
10776.0,2019-09-07,10794.0,10758.0,10777.0,2,21599.0
10792.0,2019-09-09,10827.0,10773.0,10802.0,2,68655.0
10743.0,2019-09-10,10814.0,10731.0,10794.0,2,90805.0
10773.0,2019-09-11,10808.0,10723.0,10749.0,2,111384.0
10824.0,2019-09-12,10870.0,10762.0,10775.0,2,105750.0
10819.0,2019-09-13,10829.0,10795.0,10821.0,2,28369.0
10881.0,2019-09-16,10885.0,10802.0,10802.0,2,76736.0
10863.0,2019-09-17,10913.0,10858.0,10887.0,2,77323.0
10959.0,2019-09-18,10963.0,10854.0,10865.0,2,73753.0
10870.0,2019-09-19,10936.0,10844.0,10898.0,2,112018.0
10901.0,2019-09-20,10919.0,10856.0,10862.0,2,86647.0
10859.0,2019-09-21,10918.0,10857.0,10906.0,2,22840.0
10894.0,2019-09-23,10929.0,10872.0,10894.0,2,75187.0
10908.0,2019-09-24,10932.0,10865.0,10895.0,2,110180.0
10841.0,2019-09-25,10908.0,10805.0,10907.0,2,127924.0
10843.0,2019-09-26,10895.0,10792.0,10829.0,2,124086.0
10824.0,2019-09-27,10898.0,10811.0,10842.0,2,126414.0
10798.0,2019-09-28,10861.0,10768.0,10836.0,2,46592.0
10954.0,2019-10-01,10962.0,10856.0,10856.0,2,90905.0
10922.0,2019-10-02,10964.0,10902.0,10957.0,2,101716.0
10851.0,2019-10-03,10921.0,10773.0,10919.0,2,140707.0
10880.0,2019-10-04,10912.0,10818.0,10869.0,2,147369.0
10921.0,2019-10-05,10925.0,10853.0,10862.0,2,35241.0
10915.0,2019-10-07,10937.0,10886.0,10907.0,2,67648.0
11001.0,2019-10-08,11021.0,10904.0,10912.0,2,104336.0
10880.0,2019-10-09,11009.0,10880.0,11009.0,2,128509.0
10914.0,2019-10-10,10942.0,10771.0,10876.0,2,35894.0
11076.0,2019-10-14,11092.0,11030.0,11070.0,2,84410.0
11108.0,2019-10-15,11122.0,11048.0,11071.0,2,85691.0
11145.0,2019-10-16,11171.0,11110.0,11117.0,2,83323.0
11157.0,2019-10-17,11166.0,11117.0,11131.0,2,80256.0
11150.0,2019-10-18,11245.0,11132.0,11166.0,2,145615.0
11132.0,2019-10-19,11173.0,11125.0,11141.0,2,27209.0
11155.0,2019-10-21,11168.0,11133.0,11157.0,2,54206.0
11242.0,2019-10-22,11252.0,11150.0,11154.0,1,98414.0
11201.0,2019-10-23,11268.0,11182.0,11242.0,2,102344.0
11290.0,2019-10-24,11292.0,11195.0,11206.0,2,93050.0
11284.0,2019-10-25,11328.0,11264.0,11294.0,0,90163.0
11326.0,2019-10-26,11330.0,11276.0,11288.0,2,19610.0
11311.0,2019-10-28,11342.0,11291.0,11334.0,2,52187.0
11326.0,2019-10-29,11366.0,11293.0,11315.0,0,99550.0
11338.0,2019-10-30,11351.0,11295.0,11324.0,2,86517.0
11346.0,2019-10-31,11396.0,11315.0,11340.0,1,104101.0
11371.0,2019-11-01,11377.0,11302.0,11344.0,1,93403.0
11406.0,2019-11-02,11406.0,11361.0,11371.0,2,23162.0
11544.0,2019-11-04,11554.0,11413.0,11416.0,2,102899.0
11645.0,2019-11-05,11650.0,11538.0,11549.0,1,125201.0
11653.0,2019-11-06,11682.0,11600.0,11633.0,1,128495.0
11596.0,2019-11-07,11662.0,11558.0,11648.0,0,121768.0
11573.0,2019-11-08,11674.0,11554.0,11599.0,0,130783.0
11587.0,2019-11-09,11602.0,11550.0,11572.0,2,28619.0
11437.0,2019-11-11,11581.0,11424.0,11577.0,2,115483.0
11523.0,2019-11-12,11528.0,11435.0,11440.0,1,102758.0
11466.0,2019-11-13,11525.0,11428.0,11523.0,1,124949.0
11456.0,2019-11-14,11513.0,11413.0,11466.0,1,137540.0
11532.0,2019-11-15,11563.0,11436.0,11442.0,1,123555.0
11541.0,2019-11-16,11549.0,11513.0,11523.0,1,19418.0
11593.0,2019-11-18,11594.0,11507.0,11533.0,1,75739.0
11644.0,2019-11-19,11654.0,11563.0,11595.0,2,105556.0
11607.0,2019-11-20,11665.0,11594.0,11654.0,2,79835.0
11544.0,2019-11-21,11614.0,11450.0,11592.0,2,169600.0
11556.0,2019-11-22,11592.0,11527.0,11549.0,1,107020.0
11557.0,2019-11-23,11572.0,11541.0,11548.0,2,20122.0
11565.0,2019-11-25,11629.0,11559.0,11615.0,1,87169.0
11618.0,2019-11-26,11658.0,11566.0,11570.0,1,125282.0
11647.0,2019-11-27,11651.0,11596.0,11618.0,1,89627.0
11614.0,2019-11-28,11682.0,11605.0,11648.0,1,110268.0
11465.0,2019-11-29,11622.0,11462.0,11616.0,2,150022.0
11479.0,2019-11-30,11498.0,11424.0,11465.0,2,36417.0
11502.0,2019-12-02,11533.0,11459.0,11527.0,1,90540.0
11524.0,2019-12-03,11530.0,11431.0,11509.0,1,131226.0
11503.0,2019-12-04,11543.0,11443.0,11527.0,1,159070.0
11598.0,2019-12-05,11618.0,11478.0,11504.0,1,126991.0
11612.0,2019-12-06,11670.0,11580.0,11609.0,2,114548.0
11677.0,2019-12-07,11678.0,11617.0,11625.0,2,25093.0
11671.0,2019-12-09,11699.0,11633.0,11670.0,2,77857.0
11625.0,2019-12-10,11683.0,11605.0,11673.0,2,89582.0
11706.0,2019-12-11,11706.0,11559.0,11616.0,2,139330.0
11853.0,2019-12-12,11888.0,11696.0,11709.0,2,152369.0
11965.0,2019-12-13,12007.0,11837.0,11850.0,1,163869.0
11919.0,2019-12-14,11991.0,11908.0,11958.0,1,55668.0
11961.0,2019-12-16,11976.0,11922.0,11932.0,1,69663.0
12100.0,2019-12-17,12102.0,11945.0,11966.0,1,109624.0
12118.0,2019-12-18,12129.0,12058.0,12088.0,1,69978.0
12030.0,2019-12-19,12118.0,12015.0,12080.0,0,112364.0
11979.0,2019-12-20,12079.0,11951.0,12039.0,2,149963.0
12015.0,2019-12-21,12029.0,11970.0,11977.0,2,20250.0
12020.0,2019-12-23,12028.0,11972.0,12000.0,2,75275.0
11983.0,2019-12-24,12045.0,11982.0,12014.0,1,70138.0
12020.0,2019-12-25,12027.0,11958.0,11980.0,1,55582.0
12009.0,2019-12-26,12042.0,11986.0,12017.0,1,56049.0
12097.0,2019-12-27,12112.0,12000.0,12007.0,1,85898.0
12082.0,2019-12-28,12110.0,12068.0,12103.0,1,18173.0
12069.0,2019-12-30,12125.0,12065.0,12091.0,1,66048.0
